feature_1,feature_2,feature_3,feature_4,is_fake
1.0909793206037934,1.2679673054476202,-1.167291369969827,-0.0259224136959181,0
-1.2870821238548258,0.1484848501676535,-0.2494829576038584,0.1575416935458374,1
-0.950631718834422,0.2342029224221481,-0.8480821189881419,-0.6059017270748821,1
0.9334694353542036,-0.7681820668827979,0.1934039211522038,0.7147379758557729,0
-2.628731338561229,1.2563257378696089,-0.2858764794201372,-1.5940710620939298,1
1.2800545246802113,1.445386158916905,-1.2927654636807984,-1.6981540420665444,0
0.3065617933252844,-0.3541155412372993,1.1822029112141357,0.2086404374189434,0
-0.8203236077800807,0.2701673552034136,-0.7385069809175729,-1.265300258475036,1
0.0796856243840075,1.4429146694603725,-0.6500066628783695,-1.296725128915075,0
-1.0168942554575178,-0.369280259647485,0.0015023660648357,0.3490191427498028,1
-0.6428610628038337,-0.0606713368744827,1.4252364360472067,0.9406923170076664,0
1.622768727639495,0.3364714516579739,-0.65638945528875,0.9782497985275193,0
-0.4951163681612058,-1.4213882078668896,0.9759806909732957,1.0589022046462802,1
-2.6018110833744696,1.2051914732516955,-0.2737468528249922,-1.6094978166735854,1
-0.4648636317114577,0.150956339624186,-1.0539329767614691,-0.0056390882300747,1
0.1211639312972541,0.8045204204606031,-0.5895674212906208,0.063971761138618,0
1.1760684409195905,0.8958632618230681,-0.6770697026983828,0.75845187517547,0
0.6998790380604644,-1.1074920021323948,1.0559164621054795,0.669790888438505,0
0.8267385412608155,1.5437855287966418,-1.149976594922031,-1.5294596239316072,0
-1.4198887161095066,-1.4421998535663798,2.1181059598096783,0.3342399309549723,1
0.049573647438504,1.3956495641985482,-0.7170375882644748,-1.523888851444509,0
1.3151740209892129,1.1589831427919752,-1.0258951104642338,0.2831411870818664,0
1.2743889546343703,-0.2592376177142492,0.0136180665674489,0.8785091642884375,0
0.2456129279874181,0.3481130192359853,0.4642664208945338,0.96901279115575,0
-1.0776319815390174,-0.2969764094777562,0.0923701198344349,1.0305817304981963,1
0.5850192825969566,0.0945211562408828,0.1253981692888767,0.5478852455823825,0
-0.7389646143267625,-0.3788031641948276,0.0060747664460901,0.57928535703359,1
0.0371692161269578,0.3361305565605211,-1.4423316974716789,-1.4998916776539342,1
-2.04785205442026,1.2270598937532895,-0.4217092649593007,-2.250422333330201,1
1.0664167871131291,1.4940489340782852,-1.1151845737469022,-1.3890475891927052,0
-0.0487503852638818,0.5050781668581054,-1.519482250097515,-2.400023762000812,1
-1.4165104880076391,-1.3892929344417129,2.052073071055013,0.0177867242797725,1
-0.2357141967766322,1.2612687167826735,0.1701473466241991,-1.5177467176766832,0
0.1507128702257797,0.1319173484314497,0.6715098879210347,0.8280198724481079,0
1.5053049213474643,0.0261035101821153,-0.3871052460333504,1.156795437411008,0
-0.5307109277970324,-1.4034059914762569,0.9185123491256516,0.950543537756218,1
-0.7504365139226891,-1.5406162682009896,1.0195229402892003,0.6470126187134827,1
0.2496597637344474,-0.9653557912494698,0.970201362572624,0.2646719336823343,0
-0.7713393003029965,0.1393147720461745,-0.9121421446341428,-0.4962955880552306,1
-0.1695248550957433,-0.6010071110919679,1.6428084217014145,0.9271462933104072,0
1.316053767890741,0.2405435712347693,-0.6549968460355761,0.8551119198426265,0
-0.1938593581895316,-0.2246725593080274,-0.4139524314191218,0.5392657845282003,1
-0.3985342343238456,-0.9032787940033236,0.6321222562104319,1.28363764173262,1
-0.3527803574691725,-0.0860680216347127,-0.6551825272693326,0.0319279159777901,1
0.6625073896835509,-0.7755965352523951,0.4074015430565982,0.5263363548797265,0
-0.7545185395457793,-1.142058765014104,1.1171680590909128,0.7566044737011159,1
